id,value,p(s)
0,HELD_PLAYER(NOTHING)+HELD_PARTNER(SOUP)+POT_STATE(POT0;COOKING)+POT_STATE(POT1;COOKING)+ACTION2NEAREST(ONION;TOP)+ACTION2NEAREST(TOMATO;STAY)+ACTION2NEAREST(SOUP;STAY)+ACTION2NEAREST(DISH;BOTTOM)+ACTION2NEAREST(SERVICE;RIGHT)+ACTION2NEAREST(POT0;INTERACT)+ACTION2NEAREST(POT1;BOTTOM)+PARTNER_POSITION(WEST),3.3250207813798835e-06
1,HELD_PLAYER(ONION)+HELD_PARTNER(DISH)+POT_STATE(POT0;PREPARING)+POT_STATE(POT1;FINISHED)+ACTION2NEAREST(ONION;LEFT)+ACTION2NEAREST(TOMATO;STAY)+ACTION2NEAREST(SOUP;STAY)+ACTION2NEAREST(DISH;LEFT)+ACTION2NEAREST(SERVICE;TOP)+ACTION2NEAREST(POT0;LEFT)+ACTION2NEAREST(POT1;LEFT)+PARTNER_POSITION(WEST),1.6625103906899418e-06
2,HELD_PLAYER(NOTHING)+HELD_PARTNER(NOTHING)+POT_STATE(POT0;COOKING)+POT_STATE(POT1;PREPARING)+ACTION2NEAREST(ONION;TOP)+ACTION2NEAREST(TOMATO;STAY)+ACTION2NEAREST(SOUP;STAY)+ACTION2NEAREST(DISH;BOTTOM)+ACTION2NEAREST(SERVICE;RIGHT)+ACTION2NEAREST(POT0;TOP)+ACTION2NEAREST(POT1;INTERACT)+PARTNER_POSITION(NORTHWEST),0.01288113050706567
3,HELD_PLAYER(ONION)+HELD_PARTNER(DISH)+POT_STATE(POT0;COOKING)+POT_STATE(POT1;NOT_STARTED)+ACTION2NEAREST(ONION;TOP)+ACTION2NEAREST(TOMATO;STAY)+ACTION2NEAREST(SOUP;STAY)+ACTION2NEAREST(DISH;INTERACT)+ACTION2NEAREST(SERVICE;RIGHT)+ACTION2NEAREST(POT0;TOP)+ACTION2NEAREST(POT1;LEFT)+PARTNER_POSITION(WEST),0.000513715710723192
4,HELD_PLAYER(ONION)+HELD_PARTNER(DISH)+POT_STATE(POT0;PREPARING)+POT_STATE(POT1;PREPARING)+ACTION2NEAREST(ONION;LEFT)+ACTION2NEAREST(TOMATO;STAY)+ACTION2NEAREST(SOUP;STAY)+ACTION2NEAREST(DISH;LEFT)+ACTION2NEAREST(SERVICE;RIGHT)+ACTION2NEAREST(POT0;LEFT)+ACTION2NEAREST(POT1;LEFT)+PARTNER_POSITION(WEST),6.650041562759767e-06
5,HELD_PLAYER(ONION)+HELD_PARTNER(SOUP)+POT_STATE(POT0;NOT_STARTED)+POT_STATE(POT1;COOKING)+ACTION2NEAREST(ONION;LEFT)+ACTION2NEAREST(TOMATO;STAY)+ACTION2NEAREST(SOUP;STAY)+ACTION2NEAREST(DISH;LEFT)+ACTION2NEAREST(SERVICE;RIGHT)+ACTION2NEAREST(POT0;LEFT)+ACTION2NEAREST(POT1;LEFT)+PARTNER_POSITION(SOUTHWEST),9.97506234413965e-06
6,HELD_PLAYER(ONION)+HELD_PARTNER(DISH)+POT_STATE(POT0;COOKING)+POT_STATE(POT1;NOT_STARTED)+ACTION2NEAREST(ONION;INTERACT)+ACTION2NEAREST(TOMATO;STAY)+ACTION2NEAREST(SOUP;STAY)+ACTION2NEAREST(DISH;BOTTOM)+ACTION2NEAREST(SERVICE;RIGHT)+ACTION2NEAREST(POT0;LEFT)+ACTION2NEAREST(POT1;BOTTOM)+PARTNER_POSITION(SOUTHWEST),0.00036076475477971737
7,HELD_PLAYER(ONION)+HELD_PARTNER(NOTHING)+POT_STATE(POT0;PREPARING)+POT_STATE(POT1;PREPARING)+ACTION2NEAREST(ONION;INTERACT)+ACTION2NEAREST(TOMATO;STAY)+ACTION2NEAREST(SOUP;STAY)+ACTION2NEAREST(DISH;BOTTOM)+ACTION2NEAREST(SERVICE;RIGHT)+ACTION2NEAREST(POT0;LEFT)+ACTION2NEAREST(POT1;BOTTOM)+PARTNER_POSITION(WEST),0.0004056525353283458
8,HELD_PLAYER(ONION)+HELD_PARTNER(NOTHING)+POT_STATE(POT0;FINISHED)+POT_STATE(POT1;PREPARING)+ACTION2NEAREST(ONION;RIGHT)+ACTION2NEAREST(TOMATO;STAY)+ACTION2NEAREST(SOUP;STAY)+ACTION2NEAREST(DISH;INTERACT)+ACTION2NEAREST(SERVICE;RIGHT)+ACTION2NEAREST(POT0;TOP)+ACTION2NEAREST(POT1;LEFT)+PARTNER_POSITION(WEST),4.987531172069825e-06
9,HELD_PLAYER(ONION)+HELD_PARTNER(NOTHING)+POT_STATE(POT0;COOKING)+POT_STATE(POT1;FINISHED)+ACTION2NEAREST(ONION;TOP)+ACTION2NEAREST(TOMATO;STAY)+ACTION2NEAREST(SOUP;STAY)+ACTION2NEAREST(DISH;BOTTOM)+ACTION2NEAREST(SERVICE;RIGHT)+ACTION2NEAREST(POT0;INTERACT)+ACTION2NEAREST(POT1;BOTTOM)+PARTNER_POSITION(SOUTHWEST),0.00022111388196176227
