from,to,action,p(s'a|s)
0,2384,5,0.5
0,979,5,0.25
0,0,4,0.125
0,3226,4,0.125
1,1,4,0.5
1,317,1,0.5
2,1351,4,1.0
3,3173,0,0.0472972972972973
3,3378,2,0.10810810810810811
3,1445,4,0.04054054054054054
3,1445,3,0.006756756756756757
3,3,4,0.36486486486486486
3,3,5,0.02027027027027027
3,518,2,0.07432432432432433
3,3549,2,0.02702702702702703
3,2753,0,0.13513513513513514
3,2027,0,0.006756756756756757
3,1924,0,0.006756756756756757
3,1551,2,0.02027027027027027
3,1811,2,0.04054054054054054
3,2202,0,0.02027027027027027
3,1666,4,0.04054054054054054
3,1666,5,0.013513513513513514
3,318,0,0.006756756756756757
3,3038,2,0.013513513513513514
3,419,0,0.006756756756756757
4,2048,0,0.14285714285714285
4,2901,4,0.09523809523809523
4,4,5,0.19047619047619047
4,4,4,0.2857142857142857
4,4,2,0.047619047619047616
4,2953,5,0.047619047619047616
4,1598,4,0.047619047619047616
4,1598,2,0.047619047619047616
4,1907,5,0.09523809523809523
5,3302,4,1.0
6,1935,5,0.46153846153846156
6,6,4,0.15384615384615385
6,1078,5,0.07692307692307693
6,3583,5,0.07692307692307693
6,3683,5,0.23076923076923078
7,7,2,0.0625
7,7,4,0.3125
7,7,5,0.0625
7,2120,3,0.125
7,827,5,0.0625
7,986,1,0.0625
7,2226,5,0.0625
7,2105,2,0.0625
7,257,5,0.0625
7,3169,5,0.0625
7,2448,4,0.0625
8,8,4,0.4375
8,8,5,0.25
8,350,3,0.0625
8,911,0,0.0625
8,3064,4,0.0625
8,332,0,0.0625
8,2435,0,0.0625
9,9,4,0.3333333333333333
9,723,3,0.3333333333333333
9,1603,4,0.3333333333333333
10,2513,2,1.0
11,11,4,0.15555555555555556
11,11,5,0.17777777777777778
11,2753,1,0.1111111111111111
11,2516,0,0.044444444444444446
11,1789,2,0.1111111111111111
11,1789,4,0.17777777777777778
11,1789,5,0.022222222222222223
11,318,1,0.13333333333333333
11,338,4,0.022222222222222223
11,1017,1,0.022222222222222223
11,262,1,0.022222222222222223
12,2748,5,0.25
12,3175,5,0.25
12,1034,0,0.25
12,240,4,0.25
13,1001,3,0.3728813559322034
13,2539,1,0.06779661016949153
13,2539,4,0.05084745762711865
13,1535,1,0.05084745762711865
13,13,4,0.3050847457627119
13,13,2,0.01694915254237288
13,3579,4,0.03389830508474576
13,1072,1,0.03389830508474576
13,902,3,0.03389830508474576
13,767,3,0.01694915254237288
13,2080,5,0.01694915254237288
14,14,5,0.5
14,2262,4,0.5
15,15,4,0.32
15,825,3,0.2857142857142857
15,270,4,0.017142857142857144
15,875,1,0.12571428571428572
15,3662,4,0.06285714285714286
15,1646,5,0.017142857142857144
15,1711,4,0.022857142857142857
15,1711,5,0.005714285714285714
15,2997,3,0.045714285714285714
15,1693,3,0.005714285714285714
15,2405,3,0.005714285714285714
15,1459,3,0.022857142857142857
15,1058,1,0.017142857142857144
15,3243,5,0.011428571428571429
15,357,4,0.005714285714285714
15,748,5,0.011428571428571429
15,2247,3,0.011428571428571429
15,2009,1,0.005714285714285714
16,16,2,0.11877394636015326
16,16,4,0.5172413793103449
16,16,1,0.05555555555555555
16,16,5,0.02490421455938697
16,60,5,0.06130268199233716
16,1072,5,0.07662835249042145
16,1527,0,0.04597701149425287
16,782,0,0.032567049808429116
16,2796,4,0.019157088122605363
16,2796,5,0.0019157088122605363
16,2796,2,0.0019157088122605363
16,2796,1,0.0038314176245210726
16,1077,3,0.011494252873563218
16,3363,4,0.007662835249042145
16,3363,2,0.0019157088122605363
16,3363,5,0.0019157088122605363
16,799,0,0.0019157088122605363
16,1374,0,0.0019157088122605363
16,1216,5,0.005747126436781609
16,3124,0,0.0019157088122605363
16,455,3,0.0019157088122605363
16,2190,5,0.0019157088122605363
16,1859,4,0.0019157088122605363
17,17,0,0.027842227378190254
17,17,4,0.2691415313225058
17,17,2,0.10672853828306264
17,17,5,0.07888631090487239
17,2610,1,0.002320185614849188
17,242,4,0.17865429234338748
17,242,5,0.09280742459396751
17,242,2,0.06728538283062645
17,242,0,0.0069605568445475635
17,852,5,0.002320185614849188
17,852,2,0.004640371229698376
17,852,4,0.002320185614849188
17,1059,5,0.03944315545243619
17,1383,5,0.06264501160092807
17,2998,5,0.002320185614849188
17,1957,3,0.0069605568445475635
17,1635,5,0.002320185614849188
17,2164,5,0.002320185614849188
17,3182,4,0.01160092807424594
17,3182,5,0.004640371229698376
17,2999,3,0.0069605568445475635
17,2999,0,0.002320185614849188
17,1556,5,0.004640371229698376
17,1344,4,0.002320185614849188
17,2057,5,0.0069605568445475635
17,2021,1,0.002320185614849188
17,1371,3,0.002320185614849188
18,18,4,0.4
18,18,5,0.2
18,18,2,0.2
18,2486,3,0.2
19,2973,0,0.047619047619047616
19,3597,0,0.5238095238095238
19,1150,0,0.047619047619047616
19,19,4,0.2857142857142857
19,1262,2,0.047619047619047616
19,3106,0,0.047619047619047616
20,3529,1,0.006993006993006993
20,1584,5,0.055944055944055944
20,215,4,0.09090909090909091
20,215,5,0.02097902097902098
20,20,4,0.2937062937062937
20,20,2,0.06993006993006994
20,20,5,0.11888111888111888
20,2214,5,0.055944055944055944
20,1583,1,0.013986013986013986
20,1563,3,0.02097902097902098
20,2288,5,0.006993006993006993
20,2288,4,0.027972027972027972
20,94,5,0.02097902097902098
20,94,0,0.013986013986013986
20,94,2,0.006993006993006993
20,94,4,0.006993006993006993
20,2784,2,0.006993006993006993
20,2784,4,0.006993006993006993
20,3056,3,0.055944055944055944
20,545,4,0.03496503496503497
20,545,2,0.006993006993006993
20,2415,5,0.006993006993006993
20,1847,0,0.006993006993006993
20,1325,3,0.013986013986013986
