from,to,action,p(s'a|s)
0,452,1,1.0
1,426,0,0.13333333333333333
1,911,5,0.04827586206896552
1,911,4,0.0034482758620689655
1,600,0,0.38620689655172413
1,830,5,0.09655172413793103
1,830,2,0.004597701149425287
1,830,4,0.009195402298850575
1,1215,0,0.19770114942528735
1,1,5,0.052873563218390804
1,1,4,0.011494252873563218
1,1,2,0.0011494252873563218
1,882,1,0.03103448275862069
1,358,1,0.009195402298850575
1,140,1,0.01264367816091954
1,1100,0,0.0011494252873563218
1,833,3,0.0011494252873563218
2,316,5,1.0
3,161,1,0.1111111111111111
3,48,0,0.1111111111111111
3,1112,2,0.6666666666666666
3,1060,1,0.1111111111111111
4,858,1,0.7105263157894737
4,4,5,0.16666666666666666
4,4,2,0.038011695906432746
4,4,4,0.011695906432748537
4,158,1,0.04093567251461988
4,392,0,0.03216374269005848
5,95,2,1.0
6,1109,2,1.0
7,464,0,0.6666666666666666
7,322,3,0.3333333333333333
8,183,0,0.5
8,233,5,0.5
9,988,1,1.0
10,485,1,1.0
11,1091,0,0.058823529411764705
11,11,5,0.09803921568627451
11,11,2,0.00980392156862745
11,11,4,0.00980392156862745
11,263,0,0.16666666666666666
11,1170,5,0.18627450980392157
11,1170,4,0.049019607843137254
11,1170,2,0.049019607843137254
11,432,1,0.14705882352941177
11,608,1,0.20588235294117646
11,338,2,0.00980392156862745
11,338,5,0.00980392156862745
12,12,4,0.5
12,1117,1,0.5
13,13,5,0.37980085348506404
13,13,4,0.01422475106685633
13,13,2,0.015647226173541962
13,816,3,0.029871977240398292
13,1080,5,0.36415362731152207
13,1080,4,0.011379800853485065
13,1080,2,0.011379800853485065
13,813,3,0.09103840682788052
13,692,1,0.005689900426742532
13,731,0,0.011379800853485065
13,1077,5,0.012802275960170697
13,1209,5,0.004267425320056899
13,1209,4,0.001422475106685633
13,918,1,0.004267425320056899
13,33,5,0.015647226173541962
13,33,4,0.001422475106685633
13,400,0,0.011379800853485065
13,676,0,0.001422475106685633
13,723,3,0.005689900426742532
13,205,3,0.001422475106685633
13,680,3,0.002844950213371266
13,297,0,0.001422475106685633
13,595,3,0.001422475106685633
14,14,4,0.6666666666666666
14,901,0,0.3333333333333333
15,585,1,0.6666666666666666
15,232,1,0.3333333333333333
16,541,2,0.3333333333333333
16,420,0,0.3333333333333333
16,1074,1,0.3333333333333333
17,17,1,0.625
17,17,4,0.125
17,279,2,0.125
17,1070,1,0.125
18,329,5,1.0
19,1372,5,0.3660531697341513
19,1109,2,0.010224948875255624
19,583,1,0.016359918200409
19,583,4,0.022494887525562373
19,158,4,0.019427402862985686
19,158,1,0.0408997955010225
19,19,4,0.12474437627811862
19,19,1,0.1523517382413088
19,1199,5,0.09100204498977506
19,236,5,0.050102249488752554
19,276,5,0.013292433537832311
19,1248,2,0.00408997955010225
19,526,0,0.04396728016359918
19,952,5,0.009202453987730062
19,1004,1,0.00408997955010225
19,1004,4,0.005112474437627812
19,858,4,0.002044989775051125
19,858,1,0.007157464212678937
19,457,0,0.003067484662576687
19,773,0,0.0081799591002045
19,536,5,0.00408997955010225
19,446,3,0.0010224948875255625
19,350,0,0.0010224948875255625
20,416,2,0.21428571428571427
20,20,4,0.25
20,20,5,0.03571428571428571
20,838,4,0.10714285714285714
20,481,2,0.17857142857142858
20,818,2,0.03571428571428571
20,1239,3,0.03571428571428571
20,717,0,0.07142857142857142
20,104,1,0.03571428571428571
20,131,3,0.03571428571428571
21,21,5,0.3333333333333333
21,1090,0,0.25
21,972,5,0.08333333333333333
21,972,2,0.08333333333333333
21,972,4,0.08333333333333333
21,137,1,0.08333333333333333
21,534,0,0.08333333333333333
22,859,4,1.0
23,1004,1,0.3522727272727273
23,350,5,0.2784090909090909
23,350,0,0.03409090909090909
23,350,4,0.005681818181818182
23,1176,2,0.11931818181818182
23,990,2,0.028409090909090908
23,429,1,0.10227272727272728
23,23,5,0.056818181818181816
23,23,0,0.022727272727272728
24,710,2,1.0
25,315,1,0.6949152542372882
25,798,2,0.23728813559322035
25,1235,2,0.01694915254237288
25,25,4,0.01694915254237288
25,461,1,0.01694915254237288
25,476,0,0.01694915254237288
26,1217,5,0.2124885402872568
26,26,1,0.11327289395945808
26,26,4,0.030966690434959764
26,1123,0,0.05429357237445248
26,608,1,0.03728226545787919
26,608,4,0.010695731893653866
26,263,0,0.039727004176428646
26,1218,1,0.0012223693592747274
26,1218,4,0.00030559233981868186
26,541,2,0.015788937557298564
26,1339,1,0.007334216155648365
26,1339,4,0.002342874605276561
26,1286,5,0.022613833146582458
26,1346,5,0.37659162676988894
26,1253,0,0.0032596516247326065
26,893,5,0.023225017826219822
26,563,5,0.002648466945095243
26,990,2,0.0004074564530915758
26,120,2,0.009982683100743609
26,224,2,0.0011205052460018336
26,889,5,0.006417439136192319
26,956,1,0.004787613323826016
26,956,4,0.0009167770194560456
26,895,0,0.00488947743709891
26,727,2,0.0014260975858205154
26,1163,0,0.0013242334725476214
26,238,2,0.0004074564530915758
26,1125,1,0.0013242334725476214
26,1125,4,0.0009167770194560456
26,130,5,0.009371498421106244
26,197,1,0.0005093205663644698
26,197,4,0.00030559233981868186
26,532,4,0.00010186411327289395
26,375,0,0.0005093205663644698
26,54,0,0.0008149129061831516
26,824,5,0.0002037282265457879
26,850,2,0.00010186411327289395
26,553,3,0.00010186411327289395
27,961,2,0.2857142857142857
27,677,2,0.2857142857142857
27,27,5,0.2857142857142857
27,604,5,0.14285714285714285
28,28,5,0.6933333333333334
28,28,4,0.013333333333333334
28,28,1,0.013333333333333334
