from,to,action,p(s'a|s)
0,0,5,0.5
0,262,0,0.5
1,750,3,1.0
2,842,0,0.6667097942812783
2,311,0,0.2920170785353862
2,696,0,0.016561004010868158
2,2,5,0.009056799068443524
2,2,4,0.0012938284383490748
2,2,3,0.00025876568766981497
2,282,4,0.00038814853150472245
2,282,5,0.0047871652218915775
2,282,3,0.00025876568766981497
2,673,0,0.008021736317764264
2,164,5,0.00025876568766981497
2,164,4,0.00012938284383490748
2,822,5,0.00025876568766981497
3,227,3,0.42718446601941745
3,3,5,0.03559870550161812
3,3,4,0.012944983818770227
3,3,1,0.009708737864077669
3,846,3,0.3559870550161812
3,101,1,0.006472491909385114
3,101,5,0.032362459546925564
3,101,4,0.006472491909385114
3,309,2,0.045307443365695796
3,388,2,0.06472491909385113
3,421,3,0.003236245954692557
4,605,3,0.25
4,480,3,0.75
5,328,3,0.6666666666666666
5,247,3,0.3333333333333333
6,3,1,0.6451612903225806
6,6,5,0.14285714285714285
6,6,4,0.04608294930875576
6,101,1,0.013824884792626729
6,230,3,0.11059907834101383
6,477,2,0.03225806451612903
6,416,1,0.004608294930875576
6,508,4,0.004608294930875576
7,854,1,0.448559670781893
7,587,3,0.037037037037037035
7,83,1,0.00823045267489712
7,725,1,0.4074074074074074
7,789,3,0.06172839506172839
7,786,2,0.01646090534979424
7,740,0,0.00411522633744856
7,740,5,0.00411522633744856
7,216,2,0.012345679012345678
8,169,3,0.6666666666666666
8,417,2,0.3333333333333333
9,300,4,0.022556390977443608
9,300,5,0.2857142857142857
9,300,3,0.06766917293233082
9,697,1,0.24060150375939848
9,9,3,0.07518796992481203
9,9,5,0.14285714285714285
9,9,4,0.007518796992481203
9,353,2,0.05263157894736842
9,331,1,0.06766917293233082
9,23,2,0.022556390977443608
9,212,1,0.007518796992481203
9,705,5,0.007518796992481203
10,840,3,0.4117647058823529
10,10,5,0.35294117647058826
10,863,1,0.23529411764705882
11,42,3,0.8555555555555555
11,618,3,0.041666666666666664
11,195,3,0.075
11,11,5,0.008333333333333333
11,22,3,0.002777777777777778
11,221,1,0.011111111111111112
11,758,3,0.005555555555555556
12,301,4,0.3333333333333333
12,337,1,0.3333333333333333
12,838,1,0.3333333333333333
13,263,5,0.0006533812479581836
13,859,0,0.9264946096047043
13,224,0,0.011434171839268212
13,13,5,0.05390395295655015
13,13,4,0.0003266906239790918
13,13,3,0.0003266906239790918
13,800,5,0.0009800718719372753
13,800,4,0.0003266906239790918
13,591,0,0.00555374060764456
14,511,0,0.8620689655172413
14,283,0,0.10344827586206896
14,130,0,0.034482758620689655
15,455,0,0.5
15,15,5,0.16666666666666666
15,306,5,0.3333333333333333
16,533,3,0.6071428571428571
16,30,3,0.2857142857142857
16,16,5,0.07142857142857142
16,725,5,0.03571428571428571
17,243,3,0.40384615384615385
17,136,3,0.2692307692307692
17,556,3,0.3076923076923077
17,732,5,0.019230769230769232
18,50,2,1.0
19,817,5,0.6666666666666666
19,297,5,0.30416666666666664
19,19,4,0.0033333333333333335
19,19,0,0.0016666666666666668
19,455,4,0.004166666666666667
19,621,5,0.014166666666666666
19,54,3,0.0033333333333333335
19,773,1,0.0008333333333333334
19,15,3,0.0016666666666666668
20,706,5,1.0
21,342,4,0.4
21,342,5,0.4
21,336,1,0.2
22,733,5,0.2952019266394961
22,686,5,0.10198221563542052
22,22,3,0.18062245276028158
22,22,4,0.00963319748054835
22,326,5,0.06215264912930715
22,385,5,0.19368284549833273
22,284,5,0.01935902185994813
22,42,3,0.056595035198221566
22,42,4,0.002686180066691367
22,775,3,0.004631344942571323
22,775,4,0.0001852537977028529
22,738,5,0.031122638014079287
22,266,3,0.016858095590959615
22,266,4,0.0005557613931085587
22,324,5,0.0019451648758799555
22,202,5,0.007502778806965543
22,618,3,0.0012041496850685438
22,843,2,0.0003705075954057058
22,864,0,0.0013894034827713969
22,499,0,0.0036124490552056315
22,753,2,0.0027788069655427937
22,209,5,0.0009262689885142645
22,28,1,0.0001852537977028529
22,11,2,0.0006483882919599852
22,122,5,0.001852537977028529
22,519,2,0.0001852537977028529
22,647,5,0.0005557613931085587
22,623,1,9.262689885142645e-05
22,293,5,0.00027788069655427936
22,129,2,9.262689885142645e-05
22,578,0,0.0006483882919599852
22,719,3,0.00027788069655427936
22,719,4,9.262689885142645e-05
22,782,0,9.262689885142645e-05
23,510,1,0.5263157894736842
23,273,1,0.47368421052631576
24,842,0,0.05714285714285714
24,311,0,0.5
24,657,0,0.32857142857142857
24,24,5,0.05714285714285714
24,24,4,0.014285714285714285
24,804,5,0.02857142857142857
