from,to,action,p(s'a|s)
0,267,3,0.14285714285714285
0,399,5,0.2857142857142857
0,0,2,0.42857142857142855
0,862,2,0.14285714285714285
1,1,4,0.3333333333333333
1,327,3,0.3333333333333333
1,1016,5,0.3333333333333333
2,625,5,0.7272727272727273
2,2,3,0.022727272727272728
2,1316,5,0.25
3,692,2,0.21052631578947367
3,692,5,0.05263157894736842
3,3,2,0.2631578947368421
3,335,3,0.15789473684210525
3,1208,3,0.05263157894736842
3,1115,3,0.10526315789473684
3,178,2,0.05263157894736842
3,178,5,0.10526315789473684
4,1220,5,1.0
5,481,5,0.375
5,967,0,0.25
5,324,4,0.375
6,114,0,1.0
7,1291,2,1.0
8,739,1,1.0
9,9,2,0.014084507042253521
9,1168,0,0.07042253521126761
9,329,3,0.38028169014084506
9,1124,0,0.3380281690140845
9,1136,3,0.056338028169014086
9,929,5,0.014084507042253521
9,1058,0,0.014084507042253521
9,1064,3,0.07042253521126761
9,950,0,0.028169014084507043
9,91,0,0.014084507042253521
10,10,2,0.2
10,10,5,0.4
10,1144,1,0.4
11,198,5,1.0
12,1398,0,0.43478260869565216
12,1324,0,0.043478260869565216
12,487,0,0.34782608695652173
12,821,0,0.043478260869565216
12,1099,0,0.043478260869565216
12,12,2,0.043478260869565216
12,12,4,0.043478260869565216
13,807,1,0.125
13,143,1,0.625
13,358,4,0.125
13,12,1,0.125
14,29,5,0.5087719298245614
14,1048,5,0.017543859649122806
14,479,2,0.10526315789473684
14,479,0,0.3508771929824561
14,14,2,0.017543859649122806
15,1323,2,0.058823529411764705
15,1323,5,0.17647058823529413
15,1323,4,0.029411764705882353
15,558,5,0.23529411764705882
15,15,2,0.14705882352941177
15,15,5,0.14705882352941177
15,205,5,0.20588235294117646
16,727,5,0.5681818181818182
16,16,2,0.056818181818181816
16,16,4,0.3409090909090909
16,1290,5,0.022727272727272728
16,1269,0,0.011363636363636364
17,778,0,0.25
17,778,2,0.1
17,17,5,0.35
17,192,2,0.15
17,192,0,0.05
17,1440,3,0.05
17,1440,5,0.05
18,271,5,0.4978540772532189
18,280,5,0.3776824034334764
18,18,4,0.034334763948497854
18,18,3,0.017167381974248927
18,1042,5,0.02575107296137339
18,883,4,0.008583690987124463
18,883,3,0.017167381974248927
18,1371,5,0.02145922746781116
19,1283,2,1.0
20,20,5,0.25
20,1358,5,0.25
20,865,2,0.25
20,843,0,0.25
21,1228,0,1.0
22,1153,0,0.125
22,1061,5,0.125
22,1061,4,0.25
22,1061,2,0.25
22,224,0,0.125
22,22,2,0.125
23,900,5,0.3076923076923077
23,900,4,0.5384615384615384
23,880,1,0.15384615384615385
24,1225,2,1.0
25,640,5,0.3333333333333333
25,25,4,0.3333333333333333
25,331,2,0.3333333333333333
26,1378,2,1.0
27,21,0,0.09090909090909091
27,974,0,0.2727272727272727
27,798,0,0.36363636363636365
27,1445,4,0.09090909090909091
27,1445,5,0.09090909090909091
27,27,4,0.09090909090909091
28,443,4,0.02631578947368421
28,1118,1,0.3157894736842105
28,28,4,0.10526315789473684
28,1258,1,0.21052631578947367
28,442,1,0.15789473684210525
28,774,4,0.13157894736842105
28,858,1,0.05263157894736842
29,626,3,0.1449930458970793
29,29,5,0.05285118219749652
29,29,1,0.001564673157162726
29,29,0,0.2785118219749652
29,29,2,0.025382475660639777
29,29,4,0.06519471488178025
29,265,5,0.0458970792767733
29,265,2,0.04381084840055633
29,265,4,0.17785118219749652
29,265,0,0.021383866481223923
29,265,1,0.001564673157162726
29,299,3,0.12326147426981919
29,479,5,0.0029554937413073714
29,434,5,0.00817107093184979
29,889,5,0.005389429763560501
29,373,5,0.0012169680111265646
30,1391,0,0.25
30,308,0,0.25
30,1203,0,0.25
30,259,3,0.25
31,538,5,0.9130779392338177
31,31,3,0.024570673712021138
31,31,4,0.04095112285336856
31,442,1,0.002906208718626156
31,442,2,0.004227212681638045
31,529,5,0.003170409511228534
31,495,0,0.0005284015852047556
31,1003,4,0.0002642007926023778
31,533,5,0.0047556142668428005
31,1258,0,0.002642007926023778
31,1046,5,0.0010568031704095112
31,884,5,0.0005284015852047556
31,1174,3,0.0002642007926023778
31,119,5,0.0005284015852047556
31,679,1,0.0002642007926023778
31,50,5,0.0002642007926023778
32,641,2,0.5268817204301075
32,388,2,0.26881720430107525
32,402,4,0.021505376344086023
32,402,5,0.03225806451612903
32,32,5,0.06451612903225806
32,32,4,0.03225806451612903
32,988,0,0.03225806451612903
32,681,0,0.010752688172043012
32,1384,2,0.010752688172043012
33,722,1,0.03783783783783784
33,722,4,0.016216216216216217
33,722,2,0.005405405405405406
33,33,1,0.3621621621621622
33,33,4,0.043243243243243246
33,948,1,0.20540540540540542
33,270,1,0.21081081081081082
33,1296,1,0.04864864864864865
33,601,1,0.021621621621621623
33,1348,1,0.02702702702702703
33,1044,1,0.021621621621621623
34,34,5,0.13675213675213677
34,34,2,0.05982905982905983
34,34,4,0.03418803418803419
34,1141,5,0.02564102564102564
34,1141,2,0.008547008547008548
34,1356,5,0.10256410256410256
34,608,3,0.05982905982905983
34,1091,3,0.09401709401709402
34,1281,5,0.03418803418803419
34,1281,2,0.02564102564102564
34,388,5,0.23931623931623933
34,1377,3,0.05128205128205128
34,629,5,0.03418803418803419
34,395,3,0.008547008547008548
34,641,5,0.06837606837606838
34,1333,2,0.008547008547008548
34,1333,5,0.008547008547008548
35,1236,0,0.3577981651376147
35,1236,2,0.30275229357798167
35,1236,1,0.013761467889908258
35,1236,4,0.06880733944954129
35,35,0,0.10091743119266056
35,35,2,0.0963302752293578
35,35,4,0.027522935779816515
35,584,1,0.027522935779816515
35,635,1,0.0045871559633027525
36,980,2,0.5
36,690,1,0.5
37,1093,0,1.0
38,1337,0,1.0
39,413,2,0.5
39,596,4,0.5
40,77,5,0.5
40,1093,0,0.5
41,485,0,0.09090909090909091
41,1236,0,0.06060606060606061
41,723,0,0.06060606060606061
41,1167,5,0.030303030303030304
41,513,0,0.09090909090909091
41,1162,0,0.09090909090909091
41,250,4,0.06060606060606061
41,250,2,0.030303030303030304
41,1410,0,0.030303030303030304
41,1413,0,0.15151515151515152
41,41,4,0.06060606060606061
41,41,2,0.06060606060606061
41,385,2,0.030303030303030304
41,584,4,0.030303030303030304
41,675,5,0.030303030303030304
41,471,0,0.06060606060606061
41,925,3,0.030303030303030304
42,786,5,0.14285714285714285
42,786,4,0.14285714285714285
42,1322,0,0.14285714285714285
42,656,0,0.2857142857142857
42,342,0,0.14285714285714285
42,152,0,0.14285714285714285
43,479,2,0.21923076923076923
43,479,0,0.13816568047337277
43,479,1,0.0029585798816568047
43,373,2,0.15118343195266273
43,373,0,0.013609467455621301
43,373,1,0.0014792899408284023
43,142,3,0.09526627218934912
43,142,4,0.14615384615384616
43,142,5,0.023372781065088756
43,142,0,0.000591715976331361
43,43,4,0.12041420118343195
43,43,5,0.015976331360946745
43,43,3,0.06479289940828402
43,43,0,0.0017751479289940828
43,773,2,0.0017751479289940828
43,1188,2,0.003254437869822485
44,44,5,0.6
44,629,2,0.4
45,53,4,0.5
45,556,1,0.5
46,677,1,0.3
46,348,5,0.2
46,658,5,0.1
46,417,4,0.2
46,494,1,0.1
46,952,2,0.1
47,554,5,1.0
48,639,2,0.5
48,1164,0,0.5
49,318,5,0.26666666666666666
49,208,2,0.26666666666666666
49,208,0,0.13333333333333333
49,1093,4,0.06666666666666667
49,1093,2,0.26666666666666666
50,304,0,0.6666666666666666
50,1222,0,0.3333333333333333
51,1325,5,0.5
51,487,2,0.5
52,704,0,0.3333333333333333
52,319,0,0.6666666666666666
53,153,1,0.2857142857142857
53,1405,5,0.14285714285714285
53,53,4,0.14285714285714285
53,556,1,0.14285714285714285
53,590,3,0.14285714285714285
53,587,5,0.14285714285714285
54,1191,2,0.6363636363636364
54,1079,0,0.09090909090909091
54,54,4,0.09090909090909091
54,995,2,0.09090909090909091
54,449,2,0.09090909090909091
55,316,0,1.0
56,253,3,0.8083832335329342
56,709,3,0.17564870259481039
56,56,2,0.003992015968063872
56,820,5,0.007984031936127744
56,820,4,0.001996007984031936
56,87,3,0.001996007984031936
57,1052,5,0.1111111111111111
57,753,3,0.2222222222222222
57,1026,1,0.1111111111111111
57,82,1,0.5555555555555556
58,58,0,0.21864951768488747
58,58,1,0.002411575562700965
58,58,5,0.04742765273311897
58,58,4,0.0635048231511254
58,58,2,0.022508038585209004
58,1045,4,0.18971061093247588
58,1045,5,0.04581993569131833
58,1045,2,0.04180064308681672
58,1045,0,0.02572347266881029
58,1045,1,0.001607717041800643
58,813,3,0.14710610932475884
58,1097,5,0.03858520900321544
58,249,3,0.12540192926045016
58,174,5,0.02009646302250804
58,1209,5,0.0040192926045016075
58,769,5,0.005627009646302251
59,33,5,1.0
60,60,5,0.03296703296703297
60,60,2,0.08010410641989589
60,60,4,0.00838635049161365
60,600,1,0.3883747831116252
60,261,3,0.035569693464430306
60,314,1,0.1937536148062464
60,844,5,0.08386350491613649
60,844,2,0.12897628687102372
60,844,4,0.020821283979178717
60,475,0,0.004626951995373048
60,688,0,0.009253903990746095
60,315,3,0.009253903990746095
60,602,1,0.0014459224985540775
60,1305,5,0.001156737998843262
60,805,0,0.0002891844997108155
60,699,1,0.0002891844997108155
60,969,5,0.0002891844997108155
60,1362,1,0.0002891844997108155
60,1157,1,0.0002891844997108155
61,927,5,0.1794871794871795
61,61,4,0.20512820512820512
61,61,2,0.1282051282051282
61,1433,2,0.3076923076923077
61,1433,4,0.02564102564102564
61,875,3,0.1282051282051282
61,1363,5,0.02564102564102564
62,1220,5,1.0
63,975,2,1.0
64,575,2,1.0
65,658,5,0.16
65,357,1,0.34
65,457,5,0.4
65,260,2,0.04
65,65,4,0.02
65,65,3,0.04
66,480,0,0.18181818181818182
66,843,0,0.09090909090909091
66,604,2,0.09090909090909091
66,66,4,0.09090909090909091
66,66,2,0.09090909090909091
66,865,2,0.36363636363636365
66,636,5,0.09090909090909091
67,1093,0,0.5
67,1093,2,0.5
68,999,0,0.24
68,1409,0,0.16
68,68,2,0.2
68,68,4,0.08
68,3,5,0.28
68,184,2,0.04
69,824,0,0.1794871794871795
69,69,2,0.4358974358974359
69,69,5,0.07692307692307693
69,175,5,0.23076923076923078
69,1404,1,0.07692307692307693
70,1305,0,0.46938775510204084
70,170,0,0.336734693877551
70,1180,0,0.030612244897959183
70,850,2,0.05102040816326531
70,1127,2,0.02040816326530612
70,1043,5,0.04081632653061224
70,1043,4,0.01020408163265306
70,70,4,0.02040816326530612
70,319,0,0.01020408163265306
70,618,0,0.01020408163265306
71,713,0,0.03529411764705882
71,713,2,0.7352941176470589
71,114,2,0.07058823529411765
71,71,4,0.041176470588235294
71,71,5,0.029411764705882353
71,1380,2,0.01764705882352941
71,288,3,0.0058823529411764705
71,288,5,0.023529411764705882
71,1164,2,0.023529411764705882
71,595,2,0.0058823529411764705
71,595,1,0.0058823529411764705
71,211,2,0.0058823529411764705
72,1331,1,0.40404040404040403
72,72,2,0.026936026936026935
72,72,4,0.12457912457912458
72,72,5,0.09090909090909091
72,592,1,0.10774410774410774
72,1200,3,0.1111111111111111
72,1170,0,0.020202020202020204
72,1407,5,0.013468013468013467
72,1407,4,0.010101010101010102
72,1407,2,0.010101010101010102
72,1379,4,0.013468013468013467
72,1307,1,0.04040404040404041
72,1392,3,0.003367003367003367
72,1001,3,0.003367003367003367
72,303,3,0.010101010101010102
72,1026,1,0.003367003367003367
72,857,1,0.003367003367003367
72,1372,5,0.003367003367003367
73,118,1,1.0
74,1134,2,0.8387096774193549
74,414,5,0.12903225806451613
74,869,5,0.03225806451612903
75,968,2,1.0
76,76,2,0.36363636363636365
76,559,5,0.2727272727272727
76,1436,1,0.09090909090909091
76,947,2,0.18181818181818182
76,475,5,0.09090909090909091
77,948,1,0.6440217391304348
77,77,1,0.1766304347826087
77,77,4,0.008152173913043478
77,77,0,0.005434782608695652
77,77,2,0.008152173913043478
77,1344,1,0.10869565217391304
77,1344,4,0.002717391304347826
77,1348,1,0.019021739130434784
77,1107,1,0.002717391304347826
77,1326,3,0.002717391304347826
77,728,3,0.010869565217391304
77,1398,1,0.010869565217391304
78,1323,2,0.38543670004642216
78,1323,0,0.0008621261356853903
78,947,2,0.36905630346839974
78,947,0,0.0006631739505272233
78,543,2,0.01193713110949002
78,906,2,0.19875323297300881
78,906,0,0.0006631739505272233
78,589,2,0.005703295974534121
78,1189,4,0.0005305391604217786
78,1189,5,0.0026526958021088932
78,1158,4,0.0009284435307381126
78,1158,5,0.0016579348763180583
78,1158,3,0.00013263479010544466
78,1134,2,0.0053053916042177865
78,196,2,0.0053717089992705086
78,648,2,0.0023211088268452816
78,78,5,0.005769613369586843
78,78,4,0.000795808740632668
78,268,2,0.000198952185158167
78,496,1,0.000198952185158167
78,1139,5,0.000795808740632668
78,969,1,6.631739505272233e-05
78,1123,5,6.631739505272233e-05
78,376,2,6.631739505272233e-05
78,984,1,6.631739505272233e-05
79,1058,4,0.1643118785975929
79,1058,2,0.4856096284667713
79,1058,0,0.15907901622187337
79,1058,5,0.010465724751439037
