from,to,action,p(s'a|s)
0,748,0,0.10869565217391304
0,1134,1,0.08695652173913043
0,945,0,0.08695652173913043
0,0,1,0.32608695652173914
0,1493,3,0.10869565217391304
0,918,0,0.043478260869565216
0,52,0,0.15217391304347827
0,275,0,0.021739130434782608
0,714,3,0.021739130434782608
0,387,0,0.021739130434782608
0,1566,0,0.021739130434782608
1,275,3,0.3333333333333333
1,756,0,0.6666666666666666
2,1562,3,0.8
2,775,3,0.06666666666666667
2,1247,0,0.06666666666666667
2,2,0,0.06666666666666667
3,1021,1,0.34220532319391633
3,3,4,0.057034220532319393
3,3,0,0.011406844106463879
3,3,2,0.0038022813688212928
3,748,5,0.34600760456273766
3,52,5,0.011406844106463879
3,49,5,0.011406844106463879
3,1127,3,0.015209125475285171
3,85,1,0.011406844106463879
3,720,1,0.12167300380228137
3,492,1,0.011406844106463879
3,1035,1,0.011406844106463879
3,463,1,0.022813688212927757
3,59,2,0.0038022813688212928
3,59,4,0.011406844106463879
3,59,0,0.0038022813688212928
3,1649,3,0.0038022813688212928
4,135,1,1.0
5,1155,1,0.04019196160767846
5,1155,4,0.03479304139172166
5,1155,5,0.08518296340731854
5,1333,0,0.18056388722255548
5,5,0,0.21775644871025795
5,5,5,0.06778644271145771
5,5,4,0.04379124175164967
5,5,1,0.08098380323935213
5,1147,2,0.0005998800239952009
5,927,3,0.05158968206358728
5,1059,3,0.13617276544691062
5,263,3,0.028794241151769647
5,1449,3,0.003599280143971206
5,398,5,0.007798440311937612
5,687,2,0.0011997600479904018
5,769,3,0.010797840431913617
5,506,0,0.004799040191961607
5,147,0,0.0005998800239952009
5,312,5,0.001799640071985603
5,505,3,0.0011997600479904018
6,6,0,0.11272416737830913
6,6,4,0.12766865926558496
6,6,3,0.08326216908625107
6,6,5,0.09607173356105893
6,1565,4,0.0802732707087959
6,1565,3,0.012382578992314262
6,1565,5,0.04312553373185312
6,1565,0,0.019214346712211786
6,1615,1,0.008539709649871904
6,1615,0,0.008966695132365499
6,1166,2,0.004269854824935952
6,885,1,0.13193851409052093
6,473,1,0.032450896669513236
6,1135,2,0.013236549957301452
6,523,1,0.0798462852263023
6,523,0,0.0721605465414176
6,661,2,0.035012809564474806
6,623,2,0.022630230572160546
6,207,0,0.0008539709649871904
6,207,1,0.0008539709649871904
6,1646,4,0.0004269854824935952
6,1326,2,0.005123825789923143
6,491,4,0.0004269854824935952
6,491,3,0.0008539709649871904
6,752,2,0.0008539709649871904
6,380,1,0.0004269854824935952
6,999,0,0.0008539709649871904
6,1211,2,0.0008539709649871904
6,556,3,0.0008539709649871904
6,556,4,0.0004269854824935952
6,672,0,0.0004269854824935952
6,213,1,0.0004269854824935952
6,136,3,0.0008539709649871904
6,136,0,0.0008539709649871904
6,136,4,0.0004269854824935952
6,955,2,0.0004269854824935952
7,467,0,0.75
7,7,5,0.25
8,1471,1,0.0657439446366782
8,850,3,0.2698961937716263
8,8,4,0.11418685121107267
8,8,0,0.3217993079584775
8,8,5,0.03460207612456748
8,609,3,0.11418685121107267
8,892,0,0.020761245674740483
8,892,4,0.006920415224913495
8,892,5,0.0034602076124567475
8,496,3,0.010380622837370242
8,1062,5,0.0034602076124567475
8,1279,0,0.01384083044982699
8,1279,5,0.0034602076124567475
8,610,1,0.0034602076124567475
8,699,3,0.006920415224913495
8,164,4,0.006920415224913495
9,1210,0,0.5666666666666667
9,400,5,0.016666666666666666
9,400,4,0.016666666666666666
9,1600,0,0.3333333333333333
9,1158,0,0.03333333333333333
9,357,0,0.016666666666666666
9,205,3,0.016666666666666666
10,10,5,0.043478260869565216
10,10,0,0.15217391304347827
10,10,4,0.06521739130434782
10,496,3,0.41304347826086957
10,1440,0,0.2608695652173913
10,1440,4,0.021739130434782608
10,1440,5,0.043478260869565216
11,11,5,0.125
11,341,0,0.6458333333333334
11,1580,5,0.020833333333333332
11,831,0,0.08333333333333333
11,1330,5,0.10416666666666667
11,46,0,0.020833333333333332
12,732,0,0.7333333333333333
12,697,0,0.13333333333333333
12,1503,3,0.06666666666666667
12,12,4,0.06666666666666667
13,13,5,0.6666666666666666
13,1344,0,0.3333333333333333
14,891,3,0.47337278106508873
14,14,1,0.3727810650887574
14,14,5,0.023668639053254437
14,160,3,0.005917159763313609
14,1416,0,0.10059171597633136
14,64,3,0.023668639053254437
15,1494,3,0.6
15,1593,3,0.2
15,1390,5,0.2
16,588,2,0.6
16,1308,2,0.1
16,640,2,0.06666666666666667
16,789,2,0.06666666666666667
16,1415,2,0.1
16,530,2,0.06666666666666667
17,1365,3,1.0
19,1290,5,0.8118343195266272
19,425,5,0.09443786982248521
19,1516,5,0.01088757396449704
19,1332,5,0.04497041420118343
19,1062,5,0.02177514792899408
19,1440,5,0.00047337278106508875
19,1296,5,0.0016568047337278107
19,60,5,0.008047337278106508
19,1413,5,0.003076923076923077
19,19,4,0.0007100591715976331
19,19,0,0.0014201183431952662
19,641,3,0.00047337278106508875
19,142,0,0.00023668639053254438
20,1168,3,1.0
21,728,3,1.0
22,1138,0,0.4482758620689655
22,1314,0,0.3793103448275862
22,659,5,0.017241379310344827
22,22,1,0.034482758620689655
22,780,5,0.034482758620689655
22,780,4,0.017241379310344827
22,1197,0,0.017241379310344827
22,911,0,0.017241379310344827
22,539,5,0.017241379310344827
22,674,0,0.017241379310344827
23,263,3,0.5749440715883669
23,263,4,0.11409395973154363
23,263,5,0.0447427293064877
23,1609,1,0.09619686800894854
23,1266,2,0.006711409395973154
23,23,3,0.042505592841163314
23,23,5,0.017897091722595078
23,23,4,0.006711409395973154
23,5,2,0.05145413870246085
23,670,1,0.008948545861297539
23,382,2,0.006711409395973154
23,884,4,0.0022371364653243847
23,429,2,0.017897091722595078
23,769,0,0.0022371364653243847
23,891,5,0.0022371364653243847
23,524,2,0.0022371364653243847
23,1555,2,0.0022371364653243847
24,1263,5,0.5
24,546,5,0.5
25,547,3,0.75
25,260,3,0.25
26,1579,3,1.0
27,465,5,0.1937635484408871
27,906,5,0.59879939969985
27,27,4,0.002001000500250125
27,27,0,0.0021677505419376354
27,1440,5,0.13473403368350842
27,456,5,0.06169751542437885
27,1138,0,0.0006670001667500417
27,1138,4,0.0008337502084375521
27,732,5,0.003501750875437719
27,10,5,0.0006670001667500417
27,640,1,0.00033350008337502084
27,1626,5,0.00016675004168751042
27,1438,5,0.0006670001667500417
28,1469,3,0.5
28,689,3,0.5
29,520,2,0.5
29,1627,2,0.5
30,175,5,1.0
31,874,5,0.07317073170731707
31,768,5,0.8292682926829268
31,301,5,0.0975609756097561
32,1617,3,1.0
33,783,5,0.5
33,822,5,0.5
34,1300,5,0.5
34,736,5,0.5
35,35,1,0.36363636363636365
35,35,5,0.022727272727272728
35,891,3,0.4772727272727273
35,1278,0,0.13636363636363635
36,250,4,1.0
37,749,0,0.6
37,1121,0,0.28
37,1520,0,0.04
37,37,5,0.04
37,336,5,0.04
38,741,5,1.0
39,1519,1,1.0
40,1419,1,0.10596026490066225
40,776,0,0.40397350993377484
40,1212,3,0.09933774834437085
40,733,0,0.271523178807947
40,1213,0,0.052980132450331126
40,40,1,0.046357615894039736
40,40,4,0.006622516556291391
40,964,1,0.006622516556291391
40,1539,4,0.006622516556291391
41,710,0,1.0
42,395,5,1.0
43,43,1,0.5
43,1218,0,0.5
44,44,5,0.7
44,44,4,0.1
44,1154,5,0.2
45,45,4,0.5
45,585,3,0.5
46,1279,5,1.0
47,47,5,0.5346534653465347
47,47,4,0.0594059405940594
47,1475,3,0.3069306930693069
47,1466,5,0.09900990099009901
48,1059,3,0.5386847195357833
48,1059,4,0.11121856866537717
48,769,0,0.0019342359767891683
48,1449,1,0.09332688588007737
48,48,3,0.05415860735009671
48,48,4,0.02321083172147002
48,48,2,0.0019342359767891683
48,5,2,0.062379110251450674
48,1612,1,0.01160541586073501
48,429,2,0.029497098646034815
48,298,5,0.04642166344294004
48,382,2,0.0033849129593810446
48,1394,5,0.013056092843326886
48,1266,2,0.0029013539651837525
48,1243,5,0.0024177949709864605
48,200,2,0.00048355899419729207
48,402,0,0.0009671179883945841
48,1083,4,0.00048355899419729207
48,1083,3,0.0009671179883945841
48,891,0,0.00048355899419729207
48,1453,1,0.00048355899419729207
49,1007,3,0.5789473684210527
49,1007,4,0.05263157894736842
49,1325,3,0.05263157894736842
49,594,3,0.10526315789473684
49,49,3,0.10526315789473684
49,230,3,0.05263157894736842
49,490,5,0.05263157894736842
50,50,3,0.6666666666666666
50,1310,5,0.3333333333333333
51,51,3,0.25
51,1317,5,0.75
52,1649,5,0.37740384615384615
52,1127,5,0.04807692307692308
52,52,0,0.0625
52,52,4,0.06971153846153846
52,52,3,0.09375
52,3,5,0.03125
52,748,3,0.057692307692307696
52,748,4,0.03365384615384615
52,748,0,0.01201923076923077
52,275,3,0.009615384615384616
52,275,0,0.009615384615384616
52,81,5,0.03125
52,230,4,0.002403846153846154
52,0,1,0.04326923076923077
52,918,0,0.04326923076923077
52,1134,1,0.01201923076923077
52,309,4,0.002403846153846154
52,49,4,0.002403846153846154
52,49,3,0.002403846153846154
52,165,1,0.004807692307692308
52,762,5,0.014423076923076924
52,1566,1,0.02403846153846154
52,59,5,0.002403846153846154
52,1425,5,0.002403846153846154
52,105,0,0.004807692307692308
52,145,5,0.002403846153846154
53,842,0,0.6
53,1477,2,0.2
53,1305,1,0.2
54,737,0,0.14285714285714285
54,1165,0,0.2857142857142857
54,782,2,0.42857142857142855
54,552,4,0.14285714285714285
55,338,5,1.0
56,1433,1,1.0
57,60,5,0.05555555555555555
57,60,0,0.05555555555555555
57,932,3,0.2222222222222222
57,689,3,0.1111111111111111
57,1382,3,0.4444444444444444
57,57,4,0.05555555555555555
57,1349,4,0.05555555555555555
58,71,0,0.09259259259259259
58,875,0,0.09259259259259259
58,1009,1,0.3333333333333333
58,1009,4,0.018518518518518517
58,96,0,0.07407407407407407
58,1212,0,0.018518518518518517
58,98,0,0.12962962962962962
58,1207,0,0.07407407407407407
58,58,1,0.09259259259259259
58,402,0,0.018518518518518517
58,308,4,0.018518518518518517
58,308,1,0.018518518518518517
58,891,0,0.018518518518518517
59,490,3,0.38095238095238093
59,550,4,0.047619047619047616
59,59,4,0.09523809523809523
59,463,1,0.09523809523809523
59,1066,3,0.2857142857142857
59,1007,5,0.047619047619047616
59,1318,1,0.047619047619047616
60,60,5,0.12735849056603774
60,60,4,0.04245283018867924
60,60,0,0.0660377358490566
60,689,3,0.5518867924528302
60,425,5,0.08490566037735849
60,425,4,0.02830188679245283
60,425,0,0.06132075471698113
60,932,3,0.018867924528301886
60,1469,3,0.009433962264150943
60,57,5,0.0047169811320754715
60,319,1,0.0047169811320754715
61,1237,3,1.0
62,62,5,0.26666666666666666
62,62,4,0.13333333333333333
62,238,5,0.06666666666666667
62,1624,0,0.06666666666666667
62,85,1,0.2
62,170,0,0.06666666666666667
62,1021,1,0.13333333333333333
62,773,5,0.06666666666666667
63,63,4,0.07142857142857142
63,63,5,0.3392857142857143
63,63,0,0.05357142857142857
63,63,3,0.08928571428571429
63,1268,5,0.19642857142857142
63,1542,5,0.125
63,974,5,0.03571428571428571
63,1261,3,0.05357142857142857
63,508,5,0.017857142857142856
63,1576,3,0.017857142857142856
64,987,3,0.2692307692307692
64,987,4,0.057692307692307696
64,987,5,0.25
64,64,5,0.1346153846153846
64,64,3,0.038461538461538464
64,64,4,0.019230769230769232
64,1449,1,0.19230769230769232
64,435,5,0.019230769230769232
64,1609,1,0.019230769230769232
65,1400,3,0.25
65,502,0,0.25
65,829,3,0.5
66,1533,0,0.1111111111111111
66,1552,1,0.16666666666666666
66,66,1,0.3333333333333333
66,1184,0,0.3333333333333333
66,835,1,0.05555555555555555
67,67,1,0.5556631171345595
67,67,5,0.06098741529525654
67,67,4,0.0941594062600839
67,1207,0,0.022846079380445306
67,71,1,0.07202323330106486
67,71,5,0.00787350758309132
67,71,4,0.012262020006453695
67,71,0,0.0006453694740238787
67,265,2,0.002452404001290739
67,670,1,0.05363020329138432
67,670,4,0.00968054211035818
67,670,5,0.005872862213617296
67,844,3,0.020458212326556955
67,98,0,0.04059373991610197
67,98,3,0.0026460148434979025
67,891,0,0.004194901581155212
67,891,3,0.0003872216844143272
67,96,0,0.0034849951597289448
67,1212,0,0.005485640529202969
67,1288,5,0.0007099064214262666
67,1288,1,0.005872862213617296
67,1288,4,0.0007744433688286545
67,1148,1,0.007486285898676993
67,1148,0,0.00012907389480477574
67,1148,4,0.0013552758954501452
67,1148,5,0.0009035172636334301
67,23,3,0.0021942562116811877
67,429,2,0.0001936108422071636
67,402,0,0.002065182316876412
67,1204,1,0.0005808325266214908
67,1204,4,6.453694740238787e-05
67,1303,0,0.0002581477896095515
67,888,0,0.0006453694740238787
67,888,2,0.0001936108422071636
67,160,0,0.0006453694740238787
67,875,0,0.00012907389480477574
67,1633,2,6.453694740238787e-05
67,292,3,0.0002581477896095515
67,1412,2,6.453694740238787e-05
67,884,3,6.453694740238787e-05
68,1290,0,0.2631578947368421
68,68,4,0.02631578947368421
68,1062,0,0.07894736842105263
68,270,0,0.21052631578947367
68,496,3,0.05263157894736842
68,327,4,0.02631578947368421
68,327,1,0.02631578947368421
68,850,3,0.15789473684210525
68,1400,3,0.13157894736842105
68,961,1,0.02631578947368421
69,206,2,0.3333333333333333
69,69,3,0.3333333333333333
69,795,5,0.3333333333333333
70,1571,3,1.0
71,402,0,0.008151287903488751
71,96,0,0.042060645582001954
71,67,1,0.2937724160417346
71,67,4,0.008803390935767852
