from,to,action,p(s'a|s)
0,0,4,0.5546218487394958
0,0,3,0.008403361344537815
0,0,0,0.05042016806722689
0,2454,0,0.09243697478991597
0,2454,2,0.008403361344537815
0,1346,1,0.008403361344537815
0,1197,4,0.09243697478991597
0,1605,2,0.03361344537815126
0,364,2,0.058823529411764705
0,122,2,0.008403361344537815
0,2093,4,0.03361344537815126
0,1530,1,0.04201680672268908
0,863,4,0.008403361344537815
1,1,4,0.3333333333333333
1,1308,3,0.3333333333333333
1,1308,4,0.3333333333333333
2,2,4,0.5
2,2186,2,0.25
2,1680,2,0.25
3,3,4,0.3333333333333333
3,1140,2,0.16666666666666666
3,41,4,0.3333333333333333
3,71,4,0.16666666666666666
4,1302,4,0.2
4,1636,0,0.16
4,1508,0,0.32
4,4,4,0.28
4,2191,0,0.04
5,5,4,0.5
5,5,1,0.25
5,2818,5,0.25
6,1653,4,1.0
7,1854,4,0.75
7,7,4,0.25
8,8,4,0.6140350877192983
8,8,3,0.07017543859649122
8,8,0,0.07017543859649122
8,8,5,0.03508771929824561
8,434,2,0.08771929824561403
8,2894,4,0.05263157894736842
8,254,5,0.05263157894736842
8,2388,4,0.017543859649122806
9,9,5,0.5
9,2903,0,0.5
10,1517,0,1.0
11,2604,2,1.0
12,12,4,0.5398230088495575
12,12,3,0.07079646017699115
12,12,5,0.035398230088495575
12,1343,1,0.09734513274336283
12,184,4,0.008849557522123894
12,761,2,0.035398230088495575
12,2419,2,0.02654867256637168
12,803,2,0.061946902654867256
12,1647,2,0.08849557522123894
12,2168,4,0.008849557522123894
12,1688,2,0.017699115044247787
12,1241,0,0.008849557522123894
13,13,4,0.5
13,13,0,0.03571428571428571
13,1385,5,0.42857142857142855
13,140,2,0.03571428571428571
14,14,4,0.4722222222222222
14,14,0,0.08333333333333333
14,285,5,0.3611111111111111
14,1506,1,0.027777777777777776
14,2488,5,0.027777777777777776
14,466,5,0.027777777777777776
15,826,2,0.30303030303030304
15,15,4,0.18181818181818182
15,2431,3,0.030303030303030304
15,1895,2,0.18181818181818182
15,2247,4,0.09090909090909091
15,28,4,0.21212121212121213
16,16,4,0.3333333333333333
16,16,2,0.2222222222222222
16,16,5,0.1111111111111111
16,27,0,0.1111111111111111
16,1776,4,0.2222222222222222
17,17,2,0.2
17,17,4,0.4
17,1129,0,0.2
17,2557,4,0.2
18,18,4,0.6666666666666666
18,1686,2,0.3333333333333333
19,19,4,0.4
19,19,5,0.2
19,1728,0,0.4
20,20,4,0.6666666666666666
20,1621,2,0.3333333333333333
21,21,4,1.0
22,22,4,0.5
22,2154,0,0.5
23,309,4,1.0
24,24,4,0.5
24,508,1,0.1
24,709,0,0.4
25,25,4,0.5757575757575758
25,25,2,0.06060606060606061
25,1382,0,0.15151515151515152
25,2442,3,0.030303030303030304
25,2831,0,0.12121212121212122
25,1683,4,0.030303030303030304
25,2021,4,0.030303030303030304
26,2852,3,1.0
27,16,2,0.5
27,491,5,0.5
28,1895,2,0.5625
28,28,4,0.25
28,1301,3,0.1875
29,1812,0,0.21052631578947367
29,910,4,0.3684210526315789
29,29,3,0.10526315789473684
29,29,5,0.05263157894736842
29,29,4,0.10526315789473684
29,2607,0,0.10526315789473684
29,615,3,0.05263157894736842
30,1370,3,0.15384615384615385
30,30,4,0.38461538461538464
30,1177,4,0.15384615384615385
30,1177,1,0.07692307692307693
30,339,3,0.23076923076923078
31,1172,4,1.0
32,32,4,0.29411764705882354
32,32,3,0.029411764705882353
32,32,1,0.11764705882352941
32,32,5,0.029411764705882353
32,2578,4,0.23529411764705882
32,2578,5,0.08823529411764706
32,2019,4,0.11764705882352941
32,2019,5,0.029411764705882353
32,2897,0,0.029411764705882353
32,1371,0,0.029411764705882353
33,1944,5,0.375
33,33,4,0.625
34,34,4,0.25
34,34,0,0.25
34,34,5,0.25
34,1840,3,0.25
35,480,4,0.07692307692307693
35,480,5,0.15384615384615385
35,1640,3,0.15384615384615385
35,35,4,0.15384615384615385
35,607,3,0.46153846153846156
36,36,4,0.6
36,1032,0,0.3
36,1779,2,0.1
37,37,4,0.5
37,37,0,0.16044776119402984
37,37,5,0.06343283582089553
37,0,3,0.055970149253731345
37,980,2,0.007462686567164179
37,632,1,0.0037313432835820895
37,2402,4,0.029850746268656716
37,2402,0,0.011194029850746268
37,2548,4,0.033582089552238806
37,2548,0,0.011194029850746268
37,1605,2,0.041044776119402986
37,1605,1,0.0037313432835820895
37,1471,1,0.05223880597014925
37,987,1,0.011194029850746268
37,2093,3,0.0037313432835820895
37,590,2,0.0037313432835820895
37,366,4,0.0037313432835820895
37,1197,3,0.0037313432835820895
38,1491,4,0.5
38,839,3,0.5
39,316,2,1.0
40,40,1,0.3333333333333333
40,40,4,0.3333333333333333
40,1429,2,0.3333333333333333
41,3,4,0.3333333333333333
41,41,5,0.3333333333333333
41,1894,0,0.3333333333333333
42,958,2,1.0
43,43,4,0.6666666666666666
43,2883,1,0.3333333333333333
44,1273,2,0.3
44,1896,2,0.6
44,1307,2,0.1
45,45,4,0.75
45,1835,0,0.25
46,2516,5,1.0
47,489,4,1.0
48,487,3,0.6666666666666666
48,697,4,0.3333333333333333
49,49,4,0.5
49,2125,4,0.5
50,50,4,0.5
50,1026,4,0.25
50,807,5,0.25
51,51,4,0.5826086956521739
51,51,2,0.14782608695652175
51,51,5,0.008695652173913044
51,713,0,0.13043478260869565
51,379,4,0.0782608695652174
51,379,2,0.034782608695652174
51,630,3,0.017391304347826087
52,52,4,0.36363636363636365
52,1408,4,0.18181818181818182
52,2823,5,0.45454545454545453
53,2855,4,0.5
53,2745,1,0.5
54,463,4,0.6111111111111112
54,1073,5,0.037037037037037035
54,2767,5,0.1111111111111111
54,54,4,0.2222222222222222
54,2720,3,0.018518518518518517
55,55,4,0.25
55,55,5,0.25
55,1639,3,0.5
56,56,4,0.5
56,543,0,0.5
57,2042,3,1.0
58,2379,4,0.14754098360655737
58,2379,5,0.08196721311475409
58,403,2,0.2786885245901639
58,58,1,0.01639344262295082
58,58,4,0.26229508196721313
58,58,5,0.04918032786885246
58,763,3,0.01639344262295082
58,2006,4,0.04918032786885246
58,2006,1,0.01639344262295082
58,1629,2,0.06557377049180328
58,477,0,0.01639344262295082
59,2297,4,1.0
60,2071,3,0.6666666666666666
60,60,4,0.3333333333333333
61,136,0,0.25
61,61,4,0.25
61,61,1,0.25
61,1861,4,0.25
62,62,4,0.5222222222222223
62,62,5,0.03333333333333333
62,337,2,0.016666666666666666
62,623,3,0.12777777777777777
62,262,5,0.011111111111111112
62,262,4,0.016666666666666666
62,612,2,0.24444444444444444
62,2802,4,0.022222222222222223
62,2842,3,0.005555555555555556
63,734,4,1.0
64,64,4,0.5
64,1630,4,0.5
65,65,4,0.5
65,2462,4,0.5
66,86,4,0.5660377358490566
66,86,0,0.018867924528301886
66,1175,5,0.18867924528301888
66,2717,5,0.22641509433962265
67,67,4,0.5
67,975,4,0.5
68,2596,0,0.05263157894736842
68,68,4,0.47368421052631576
68,7,3,0.10526315789473684
68,2040,4,0.21052631578947367
68,1580,0,0.10526315789473684
68,757,3,0.05263157894736842
69,2335,2,1.0
70,70,4,0.047619047619047616
70,70,2,0.6190476190476191
70,70,5,0.015873015873015872
70,1301,3,0.09523809523809523
70,1447,4,0.15873015873015872
70,1447,0,0.047619047619047616
70,530,3,0.015873015873015872
71,71,4,0.7142857142857143
71,185,0,0.2857142857142857
72,140,4,0.25
72,140,0,0.225
72,140,5,0.05
72,140,2,0.1
72,774,4,0.125
72,843,3,0.025
72,72,4,0.15
72,72,0,0.025
72,1286,3,0.025
72,493,1,0.025
73,2574,3,0.3333333333333333
73,600,4,0.6666666666666666
74,2747,4,1.0
75,75,4,0.6666666666666666
75,2823,5,0.3333333333333333
76,1691,4,0.10256410256410256
76,1691,1,0.02564102564102564
76,25,2,0.10256410256410256
76,76,4,0.5128205128205128
76,709,0,0.05128205128205128
76,1442,0,0.1282051282051282
76,2021,2,0.07692307692307693
77,1577,4,1.0
78,78,4,0.5384615384615384
78,78,3,0.07692307692307693
78,686,5,0.23076923076923078
78,591,2,0.07692307692307693
78,435,5,0.07692307692307693
79,79,4,0.5
79,79,2,0.16666666666666666
79,2795,3,0.16666666666666666
79,2899,0,0.16666666666666666
80,1104,3,0.029411764705882353
80,603,1,0.029411764705882353
80,603,4,0.08823529411764706
80,1370,3,0.11764705882352941
80,2517,3,0.058823529411764705
80,422,5,0.058823529411764705
80,422,4,0.11764705882352941
80,80,4,0.20588235294117646
80,80,1,0.058823529411764705
80,778,3,0.20588235294117646
80,938,4,0.029411764705882353
81,1822,4,0.5
81,707,4,0.5
82,935,0,1.0
83,254,2,0.5714285714285714
83,83,4,0.30612244897959184
83,1753,1,0.061224489795918366
83,1258,2,0.02040816326530612
83,553,2,0.02040816326530612
83,1933,1,0.02040816326530612
84,84,2,0.75
84,1348,4,0.25
85,85,4,0.6666666666666666
85,85,2,0.1111111111111111
85,1879,5,0.2222222222222222
86,86,4,0.30428360413589367
86,86,0,0.019202363367799114
86,2717,5,0.3707533234859675
86,1175,5,0.24446085672082718
86,2603,2,0.02141802067946824
86,2680,5,0.007385524372230428
86,66,4,0.014771048744460856
86,66,0,0.0007385524372230429
86,1850,2,0.0007385524372230429
86,1198,2,0.0022156573116691287
86,1031,5,0.013293943870014771
86,1405,3,0.0007385524372230429
87,1826,3,0.5180722891566265
87,87,4,0.1994645247657296
87,87,0,0.020080321285140562
87,87,5,0.009370816599732263
87,668,3,0.14056224899598393
87,692,0,0.058902275769745646
87,692,3,0.006693440428380187
87,1804,3,0.0321285140562249
87,320,0,0.0013386880856760374
87,320,4,0.006693440428380187
87,2081,0,0.004016064257028112
87,2484,3,0.002677376171352075
88,2102,4,0.75
88,1392,4,0.25
89,89,4,0.7058823529411765
89,149,0,0.058823529411764705
89,186,1,0.058823529411764705
89,2264,5,0.17647058823529413
90,682,1,1.0
91,914,2,0.3333333333333333
91,1797,4,0.6666666666666666
92,92,4,0.5841131664853101
92,92,2,0.16278563656147987
92,92,0,0.08574537540805223
92,92,5,0.030467899891186073
92,304,2,0.02089227421109902
92,304,4,0.07247007616974972
92,304,5,0.003917301414581066
92,304,0,0.007834602829162133
92,997,3,0.0013057671381936887
92,2753,1,0.004352557127312296
92,2330,5,0.0004352557127312296
92,2817,3,0.0176278563656148
92,730,0,0.0002176278563656148
92,730,4,0.0028291621327529923
92,730,5,0.0002176278563656148
92,1301,5,0.0036996735582154514
92,354,2,0.0002176278563656148
92,1724,2,0.0002176278563656148
92,94,1,0.0004352557127312296
92,1722,2,0.0002176278563656148
93,1571,4,1.0
94,1402,4,0.6486486486486487
94,1402,5,0.05405405405405406
94,1402,1,0.02702702702702703
94,1402,3,0.02702702702702703
94,94,4,0.05405405405405406
94,2174,0,0.13513513513513514
94,278,2,0.02702702702702703
94,1080,2,0.02702702702702703
95,95,4,0.75
95,1043,2,0.25
96,96,4,0.625
96,309,5,0.0625
96,1070,0,0.1875
96,2263,0,0.0625
96,883,0,0.0625
97,1481,4,0.1836734693877551
97,97,4,0.46938775510204084
97,97,0,0.04081632653061224
97,2013,2,0.16326530612244897
97,301,3,0.061224489795918366
97,1595,0,0.04081632653061224
97,381,3,0.02040816326530612
97,314,2,0.02040816326530612
98,2775,2,0.05263157894736842
98,98,4,0.2631578947368421
98,98,0,0.05263157894736842
98,98,2,0.05263157894736842
98,1590,2,0.05263157894736842
98,1657,4,0.15789473684210525
98,1972,2,0.10526315789473684
98,2266,2,0.10526315789473684
98,1873,2,0.10526315789473684
98,1004,5,0.05263157894736842
99,1383,4,1.0
100,100,4,0.5
100,2807,2,0.5
101,101,4,0.6666666666666666
101,2540,3,0.3333333333333333
102,102,4,0.6
102,997,3,0.06666666666666667
102,1384,2,0.26666666666666666
102,2478,0,0.06666666666666667
103,2027,0,1.0
104,104,4,0.3448275862068966
104,1513,4,0.20689655172413793
104,2901,2,0.13793103448275862
104,2495,3,0.20689655172413793
104,2243,2,0.06896551724137931
104,2738,4,0.034482758620689655
105,2689,2,1.0
106,106,4,0.5
106,2818,5,0.5
107,107,4,0.6666666666666666
107,1844,2,0.3333333333333333
108,415,0,0.10869565217391304
108,108,4,0.043478260869565216
108,108,5,0.043478260869565216
108,2457,3,0.08695652173913043
108,455,4,0.34782608695652173
108,455,5,0.21739130434782608
108,455,2,0.06521739130434782
108,1488,1,0.043478260869565216
108,1403,1,0.021739130434782608
108,1745,0,0.021739130434782608
109,109,4,0.5306122448979592
109,109,0,0.04081632653061224
109,109,2,0.05102040816326531
109,1932,4,0.04081632653061224
109,2496,5,0.05102040816326531
109,286,2,0.17346938775510204
109,2700,2,0.01020408163265306
109,2149,2,0.08163265306122448
109,538,2,0.01020408163265306
109,946,4,0.01020408163265306
110,1551,4,0.058823529411764705
110,110,4,0.47058823529411764
110,110,3,0.058823529411764705
110,971,2,0.11764705882352941
110,1222,0,0.058823529411764705
110,1030,2,0.23529411764705882
111,2604,4,0.6666666666666666
111,1373,5,0.3333333333333333
112,43,5,1.0
113,242,5,1.0
114,114,4,0.375
114,114,0,0.125
114,321,4,0.4375
114,1144,2,0.0625
115,115,4,0.631578947368421
115,115,5,0.15789473684210525
115,1815,0,0.21052631578947367
116,116,4,0.75
116,547,1,0.25
117,1776,2,1.0
118,1120,5,0.6666666666666666
118,1340,4,0.3333333333333333
119,1152,2,0.11711711711711711
119,119,4,0.6036036036036037
119,119,5,0.04504504504504504
119,2113,3,0.018018018018018018
119,363,3,0.06306306306306306
119,599,4,0.04504504504504504
119,2220,4,0.04504504504504504
119,1422,2,0.009009009009009009
119,1921,0,0.04504504504504504
119,1764,0,0.009009009009009009
120,2717,5,0.12411347517730496
120,2313,5,0.12411347517730496
120,2774,5,0.299645390070922
120,120,4,0.2322695035460993
