from,to,action,p(s'a|s)
0,288,5,0.75
0,638,1,0.25
1,1,4,0.03225806451612903
1,1,5,0.1935483870967742
1,1,0,0.17204301075268819
1,750,1,0.20430107526881722
1,201,2,0.2903225806451613
1,584,1,0.03225806451612903
1,619,2,0.010752688172043012
1,707,1,0.021505376344086023
1,374,1,0.010752688172043012
1,452,2,0.021505376344086023
1,731,1,0.010752688172043012
2,72,2,0.42857142857142855
2,2,5,0.42857142857142855
2,769,1,0.14285714285714285
3,3,4,0.3
3,3,0,0.1
3,3,5,0.2
3,28,2,0.1
3,670,2,0.2
3,772,1,0.1
4,669,2,0.4482758620689655
4,4,5,0.10919540229885058
4,4,4,0.034482758620689655
4,4,0,0.10344827586206896
4,464,1,0.15517241379310345
4,709,1,0.020114942528735632
4,494,1,0.017241379310344827
4,143,2,0.05747126436781609
4,623,1,0.014367816091954023
4,189,4,0.0028735632183908046
4,189,5,0.008620689655172414
4,189,0,0.008620689655172414
4,570,0,0.0028735632183908046
4,570,5,0.005747126436781609
4,463,2,0.011494252873563218
5,333,0,0.18518518518518517
5,333,5,0.07407407407407407
5,5,1,0.18518518518518517
5,5,0,0.1111111111111111
5,5,4,0.07407407407407407
5,5,5,0.1111111111111111
5,497,2,0.2222222222222222
5,398,2,0.037037037037037035
6,6,1,0.5
6,242,2,0.3333333333333333
6,357,5,0.16666666666666666
7,689,2,1.0
8,8,2,0.5102040816326531
8,8,5,0.04081632653061224
8,577,2,0.3877551020408163
8,577,5,0.061224489795918366
9,518,5,0.05558428128231644
9,518,1,0.15253360910031025
9,518,2,0.0703205791106515
9,518,4,0.011892450879007239
9,417,0,0.10548086866597725
9,9,4,0.0374870734229576
9,9,5,0.1703722854188211
9,9,2,0.33324715615305067
9,411,1,0.042140641158221304
9,20,2,0.013702171664943122
9,20,5,0.0018097207859358842
9,20,4,0.0002585315408479835
9,442,4,0.0002585315408479835
9,442,2,0.001034126163391934
9,442,5,0.0002585315408479835
9,421,3,0.001034126163391934
9,462,3,0.0012926577042399173
9,76,3,0.000517063081695967
9,398,1,0.0002585315408479835
9,263,1,0.0002585315408479835
9,264,0,0.0002585315408479835
10,468,2,1.0
11,175,2,1.0
12,12,4,0.3333333333333333
12,138,2,0.3333333333333333
12,826,0,0.3333333333333333
13,771,0,1.0
14,14,1,0.5714285714285714
14,104,2,0.14285714285714285
14,356,4,0.14285714285714285
14,540,0,0.14285714285714285
15,1,5,1.0
16,603,2,0.12962962962962962
16,603,4,0.018518518518518517
16,603,5,0.018518518518518517
16,655,0,0.12962962962962962
16,16,4,0.07407407407407407
16,16,2,0.2222222222222222
16,16,5,0.05555555555555555
16,214,1,0.12962962962962962
16,778,1,0.12962962962962962
16,669,2,0.037037037037037035
16,463,5,0.018518518518518517
16,463,2,0.018518518518518517
16,463,4,0.018518518518518517
17,193,0,0.45454545454545453
17,17,2,0.18181818181818182
17,824,1,0.2727272727272727
17,179,0,0.09090909090909091
18,280,1,0.5
18,141,4,0.5
19,19,2,0.2222222222222222
19,19,5,0.2222222222222222
19,511,1,0.3333333333333333
19,109,0,0.1111111111111111
19,544,2,0.1111111111111111
20,263,2,0.24543610547667344
20,263,5,0.02636916835699797
20,263,1,0.002028397565922921
20,20,5,0.06490872210953347
20,20,2,0.640973630831643
20,20,4,0.004056795131845842
20,9,2,0.008113590263691683
20,776,1,0.002028397565922921
20,264,0,0.002028397565922921
20,76,3,0.002028397565922921
20,605,3,0.002028397565922921
21,21,2,0.7641810070108349
21,21,5,0.1161567877629063
21,21,4,0.0076481835564053535
21,21,1,0.0009560229445506692
21,281,1,0.0317080943275972
21,281,2,0.01035691523263225
21,281,5,0.0009560229445506692
21,73,2,0.04094964945825366
21,73,5,0.007329509241555131
21,73,1,0.0011153601019757808
21,348,2,0.010994263862332695
21,348,5,0.0012746972594008922
21,348,0,0.00031867431485022306
21,759,0,0.004780114722753346
21,560,0,0.0004780114722753346
21,661,3,0.0007966857871255577
22,519,2,1.0
23,23,5,0.08170515097690942
23,23,2,0.4695085849615157
23,23,4,0.05032563647128478
23,546,1,0.027827116637063352
23,745,1,0.2030787448194198
23,745,4,0.005920663114268798
23,745,2,0.08584961515689757
23,745,5,0.015393724097098875
23,194,0,0.04144464179988159
23,8,5,0.002960331557134399
23,8,2,0.007104795737122558
23,8,4,0.0005920663114268798
23,126,3,0.002368265245707519
